Customer_ID,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,snapshot_date
CUS_0x1638,32370.6,2862.55,7,10,32,5,"Not Specified, Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, and Student Loan",59,24,6.03,11,Bad,3293.91,34.933903,7 Years and 10 Months,Yes,74.73803,161.01013,Low_spent_Small_value_payments,340.50684,2024-08-01
CUS_0x18f5,41801.68,3280.4734,4,3,18,3,"Not Specified, Debt Consolidation Loan, and Not Specified",10,9,5.11,1,Standard,140.6,29.74924,19 Years and 4 Months,Yes,71.71706,360.48526,Low_spent_Small_value_payments,185.84502,2024-08-01
CUS_0x1900,8137.625,680.13544,8,6,34,8,"Mortgage Loan, Mortgage Loan, Mortgage Loan, Personal Loan, Not Specified, Debt Consolidation Loan, Home Equity Loan, and Home Equity Loan",35,21,17.53,6,Bad,3938.7,23.169472,2 Years and 5 Months,Yes,53.34367,35.015095,Low_spent_Small_value_payments,269.6548,2024-08-01
CUS_0x194f,29503.65,2309.6375,5,5,14,3,"Not Specified, Home Equity Loan, and Credit-Builder Loan",4,12,1.09,2,Standard,329.02,38.039646,21 Years and 6 Months,No,50.98221,136.65318,High_spent_Small_value_payments,303.32837,2024-08-01
CUS_0x1a06,24873.1,1848.7583,3,6,8,3,"Auto Loan, Mortgage Loan, and Not Specified",23,17,6.65,6,Standard,30.31,32.41381,5 Years and 9 Months,Yes,39.8407,206.04744,Low_spent_Small_value_payments,228.9877,2024-08-01
CUS_0x1ad3,14231.96,1200.2301,8,5,18,5,"Home Equity Loan, Personal Loan, Home Equity Loan, Auto Loan, and Not Specified",41,25,10.47,10,Bad,2465.39,28.315783,10 Years and 10 Months,Yes,167.53336,12.812416,High_spent_Large_value_payments,305.9205,2024-08-01
CUS_0x1bfd,19186.4,1645.8667,6,10,24,4,"Personal Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",34,15,11.98,11,Standard,1753.33,30.923765,8 Years and 10 Months,Yes,47.83431,92.97065,Low_spent_Large_value_payments,293.7817,2024-08-01
CUS_0x1c3a,43450.25,3711.8542,0,3,4,2,"Credit-Builder Loan, and Debt Consolidation Loan",6,0,7.47,2,Good,588.59,29.726164,23 Years and 6 Months,No,41.399643,154.5352,High_spent_Medium_value_payments,425.25058,2024-08-01
CUS_0x1e16,40019.0,3401.9167,2,1,2,4,"Home Equity Loan, Home Equity Loan, Student Loan, and Personal Loan",1,4,3.58,6,Good,1445.81,34.602425,20 Years and 6 Months,No,70.34034,427.7106,Low_spent_Small_value_payments,132.14073,2024-08-01
CUS_0x1e3f,107854.84,9245.903,5,5,16,5,"Student Loan, Mortgage Loan, Student Loan, Personal Loan, and Home Equity Loan",10,15,7.35,6,Standard,990.45,30.567797,16 Years and 2 Months,Yes,338.84128,388.91513,High_spent_Medium_value_payments,446.83392,2024-08-01
CUS_0x2194,8086.375,839.86456,8,8,24,6,"Personal Loan, Debt Consolidation Loan, Personal Loan, Payday Loan, Personal Loan, and Student Loan",49,25,27.16,9,Bad,3886.6,23.517977,8 Years and 3 Months,Yes,24.839949,64.46877,Low_spent_Small_value_payments,284.67773,2024-08-01
CUS_0x2200,41647.6,3411.6333,9,8,33,5,"Home Equity Loan, Debt Consolidation Loan, Credit-Builder Loan, Auto Loan, and Payday Loan",48,21,10.66,12,Bad,1303.11,33.151352,15 Years and 4 Months,Yes,170.43292,212.98486,Low_spent_Small_value_payments,247.74556,2024-08-01
CUS_0x225a,90160.11,7412.3423,5,3,20,4,"Debt Consolidation Loan, Personal Loan, Home Equity Loan, and Not Specified",17,16,3.87,2,Standard,1174.21,39.086964,24 Years and 9 Months,Yes,238.89584,147.53232,High_spent_Large_value_payments,594.8061,2024-08-01
CUS_0x2449,43581.71,3679.809,0,4,8,4,"Student Loan, Mortgage Loan, Not Specified, and Student Loan",0,12,10.46,7,Good,110.71,29.940987,17 Years and 5 Months,No,141.26016,122.38646,Low_spent_Medium_value_payments,384.3343,2024-08-01
CUS_0x2634,9127.26,991.605,7,9,26,2,"Not Specified, and Debt Consolidation Loan",37,25,1.65,17,Bad,1399.89,27.087294,8 Years and 10 Months,Yes,12.881162,128.32599,Low_spent_Small_value_payments,247.95335,2024-08-01
CUS_0x269c,77874.09,6502.5073,8,3,16,2,"Auto Loan, and Debt Consolidation Loan",22,20,11.77,12,Standard,127.88,35.395622,30 Years and 4 Months,Yes,99.667725,434.5551,Low_spent_Small_value_payments,406.02792,2024-08-01
CUS_0x2834,12249.125,870.76044,3,5,12,4,"Not Specified, Credit-Builder Loan, Credit-Builder Loan, and Home Equity Loan",16,17,9.4,2,Good,1367.83,34.890556,19 Years and 3 Months,No,23.062637,41.356876,!@9#%8,312.65652,2024-08-01
CUS_0x2869,82146.63,6770.5527,5,3,6,3,"Student Loan, Personal Loan, and Auto Loan",17,9,2.46,5,Good,804.62,39.4597,29 Years and 6 Months,No,128.29308,374.25204,Low_spent_Medium_value_payments,454.51013,2024-08-01
CUS_0x2a45,8459.02,997.91833,7,7,14,3,"Debt Consolidation Loan, Mortgage Loan, and Not Specified",15,22,10.36,10,Standard,789.89,33.61807,13 Years and 2 Months,Yes,18.894157,33.92966,Low_spent_Small_value_payments,336.96802,2024-08-01
CUS_0x2a46,59641.5,4974.125,8,7,27,7,"Personal Loan, Debt Consolidation Loan, Personal Loan, Not Specified, Debt Consolidation Loan, Personal Loan, and Mortgage Loan",24,22,23.99,8,Bad,3116.46,27.457092,2 Years and 6 Months,Yes,260.94946,139.21127,Low_spent_Medium_value_payments,377.25174,2024-08-01
CUS_0x2abd,37612.54,3145.3784,5,4,11,4,"Credit-Builder Loan, Not Specified, Payday Loan, and Not Specified",2,0,0.72,1,Good,15.81,29.153006,30 Years and 4 Months,No,124.73438,74.130806,High_spent_Large_value_payments,355.67264,2024-08-01
CUS_0x2b7a,66516.32,5333.027,7,6,17,3,"Debt Consolidation Loan, Home Equity Loan, and Not Specified",10,14,17.92,6,Standard,32.95,39.221054,17 Years and 9 Months,Yes,162.49265,212.8944,Low_spent_Medium_value_payments,437.91562,2024-08-01
CUS_0x2ba4,70618.62,5775.885,8,5,15,5,"Personal Loan, Personal Loan, Not Specified, Payday Loan, and Payday Loan",27,13,15.67,11,Standard,1311.97,25.536783,11 Years and 2 Months,Yes,267.85995,247.7925,High_spent_Small_value_payments,321.93604,2024-08-01
CUS_0x2bb5,8241.75,843.8125,8,6,19,2,"Credit-Builder Loan, and Personal Loan",29,23,8.89,16,Bad,2656.51,40.129448,17 Years and 2 Months,Yes,12.41054,38.710922,Low_spent_Medium_value_payments,313.2598,2024-08-01
CUS_0x2c0a,32625.59,2922.799,0,5,8,4,"Home Equity Loan, Not Specified, Student Loan, and Mortgage Loan",7,10,7.55,8,Good,177.9,36.543404,29 Years and 3 Months,No,73.12501,123.76649,High_spent_Medium_value_payments,345.38843,2024-08-01
CUS_0x2d5a,35247.02,2877.2517,9,7,27,2,"Not Specified, and Payday Loan",49,22,9.12,7,Bad,1630.99,27.289476,13 Years and 2 Months,Yes,39.212006,28.75144,High_spent_Large_value_payments,459.76172,2024-08-01
CUS_0x2d6a,16066.29,1154.8575,6,5,8,2,"Payday Loan, and Mortgage Loan",29,12,5.66,1,Good,78.69,37.259758,32 Years and 5 Months,No,23.32326,23.007359,Low_spent_Small_value_payments,279.88266,2024-08-01
CUS_0x2da9,54000.9,4661.075,4,5,14,2,"Payday Loan, and Personal Loan",30,13,3.28,8,Standard,1105.99,35.59329,25 Years and 0 Months,No,78.81202,181.08014,High_spent_Small_value_payments,466.21533,2024-08-01
CUS_0x2e73,7689.715,521.8096,6,5,30,8,"Not Specified, Payday Loan, Home Equity Loan, Mortgage Loan, Home Equity Loan, Home Equity Loan, Not Specified, and Home Equity Loan",20,22,8.83,10,Bad,1361.17,32.423454,18 Years and 0 Months,Yes,39.729652,0.0,High_spent_Medium_value_payments,255.95549,2024-08-01
CUS_0x2fc9,107438.88,9233.24,6,4,6,2,"Credit-Builder Loan, and Mortgage Loan",28,19,7.01,4,Standard,1342.37,40.013153,33 Years and 2 Months,No,169.86412,374.67255,High_spent_Small_value_payments,638.7873,2024-08-01
CUS_0x2fe7,18708.73,1373.0608,10,5,20,8,"Credit-Builder Loan, Payday Loan, Payday Loan, Payday Loan, Student Loan, Mortgage Loan, Debt Consolidation Loan, and Not Specified",43,22,23.19,13,Bad,3924.2,28.824615,3 Years and 11 Months,NM,62.410713,75.60518,High_spent_Small_value_payments,259.2902,2024-08-01
CUS_0x3069,64057.72,5082.1436,2,5,8,1,Mortgage Loan,7,2,11.91,3,Good,795.69,32.887123,17 Years and 11 Months,No,35.013702,245.14072,High_spent_Small_value_payments,488.0599,2024-08-01
CUS_0x319d,50520.75,4407.0625,6,5,33,5,"Not Specified, Credit-Builder Loan, Home Equity Loan, Auto Loan, and Home Equity Loan",59,17,3.53,12,Bad,1535.02,29.352787,8 Years and 9 Months,Yes,127.53757,157.29036,High_spent_Medium_value_payments,405.87833,2024-08-01
CUS_0x31ef,8255.925,831.9938,9,5,15,5,"Auto Loan, Mortgage Loan, Debt Consolidation Loan, Auto Loan, and Student Loan",50,18,18.84,13,Standard,2619.81,37.21077,18 Years and 0 Months,NM,31.003733,109.34469,Low_spent_Small_value_payments,232.85095,2024-08-01
CUS_0x32b1,16718.08,1617.1733,8,10,25,5,"Mortgage Loan, Student Loan, Payday Loan, Student Loan, and Debt Consolidation Loan",61,20,23.03,6,Bad,2931.99,33.3723,8 Years and 10 Months,Yes,41.408943,116.66051,Low_spent_Small_value_payments,293.6479,2024-08-01
CUS_0x334b,31906.07,2847.839,5,4,13,1,Credit-Builder Loan,15,14,3.38,0,Standard,901.87,26.918549,16 Years and 2 Months,Yes,16.18594,64.452545,High_spent_Large_value_payments,444.14542,2024-08-01
CUS_0x3525,20324.355,1703.6963,3,4,7,3,"Not Specified, Debt Consolidation Loan, and Payday Loan",14,8,10.81,4,Good,1396.07,25.04406,32 Years and 9 Months,No,36.933002,143.63095,Low_spent_Large_value_payments,259.80566,2024-08-01
CUS_0x35e4,14453.63,1250.4691,9,6,23,4,"Payday Loan, Personal Loan, Mortgage Loan, and Student Loan",18,20,2.67,12,Bad,1298.38,37.29121,13 Years and 9 Months,Yes,36.85547,113.908005,Low_spent_Small_value_payments,264.28345,2024-08-01
CUS_0x35e9,17805.21,1600.7675,3,3,8,5,"Mortgage Loan, Mortgage Loan, Home Equity Loan, Auto Loan, and Credit-Builder Loan",15,14,17.62,5,Standard,1879.94,36.341946,17 Years and 4 Months,Yes,57.753933,102.77789,Low_spent_Small_value_payments,289.54492,2024-08-01
CUS_0x3639,19297.28,1489.1067,5,5,19,6,"Personal Loan, Mortgage Loan, Mortgage Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",8,9,10.09,8,Standard,2286.82,32.348694,10 Years and 5 Months,Yes,51.90942,106.63085,Low_spent_Medium_value_payments,270.3704,2024-08-01
CUS_0x372e,32908.26,2504.355,7,10,33,4,"Mortgage Loan, Payday Loan, Mortgage Loan, and Personal Loan",45,18,19.13,9,Bad,1775.04,38.773838,14 Years and 0 Months,Yes,70.60526,72.96703,High_spent_Small_value_payments,366.8632,2024-08-01
CUS_0x39bf,17823.25,1638.2709,7,10,30,6,"Home Equity Loan, Home Equity Loan, Personal Loan, Not Specified, Home Equity Loan, and Home Equity Loan",23,15,26.45,11,Bad,3174.97,38.05739,2 Years and 9 Months,Yes,80.39427,51.66609,Low_spent_Large_value_payments,301.76672,2024-08-01
CUS_0x3c97,9741.195,1097.7662,7,4,14,2,"Personal Loan, and Student Loan",20,15,19.67,11,Standard,582.95,33.855835,26 Years and 10 Months,Yes,13.376546,80.41304,Low_spent_Small_value_payments,305.98703,2024-08-01
CUS_0x3db1,35871.7,3131.3083,3,6,6,1,Personal Loan,17,4,7.87,5,Good,176.96,32.6164,27 Years and 11 Months,No,24.574642,83.78293,!@9#%8,454.77325,2024-08-01
CUS_0x3e74,19047.36,1769.28,8,5,23,6,"Payday Loan, Not Specified, Credit-Builder Loan, Mortgage Loan, Payday Loan, and Credit-Builder Loan",21,24,20.81,15,Bad,2815.41,32.770023,12 Years and 0 Months,Yes,68.68686,150.77425,Low_spent_Small_value_payments,247.46689,2024-08-01
CUS_0x3f1,80983.64,6692.6367,6,3,15,4,"Credit-Builder Loan, Student Loan, Not Specified, and Student Loan",19,18,16.91,7,Standard,982.44,27.280752,28 Years and 2 Months,Yes,188.45659,126.07162,High_spent_Large_value_payments,594.7355,2024-08-01
CUS_0x3f27,42731.27,3300.9392,0,4,1,2,"Mortgage Loan, and Home Equity Loan",9,0,5.2,1,Good,511.85,37.871758,24 Years and 8 Months,No,50.851013,96.211876,High_spent_Small_value_payments,368.01917,2024-08-01
CUS_0x3f62,77594.48,6637.2065,10,10,29,4,"Personal Loan, Not Specified, Mortgage Loan, and Home Equity Loan",27,13,19.04,11,Standard,1360.54,36.425293,13 Years and 4 Months,Yes,138.8344,68.4429,High_spent_Large_value_payments,696.44336,2024-08-01
CUS_0x3fcd,19135.06,1662.5884,6,6,29,8,"Debt Consolidation Loan, Personal Loan, Auto Loan, Home Equity Loan, Auto Loan, Student Loan, Payday Loan, and Payday Loan",40,21,20.43,14,Bad,4188.88,33.791798,8 Years and 5 Months,Yes,95.28729,54.28969,High_spent_Small_value_payments,276.68185,2024-08-01
CUS_0x4020,14804.08,979.67334,6,9,19,7,"Mortgage Loan, Payday Loan, Debt Consolidation Loan, Auto Loan, Not Specified, Auto Loan, and Auto Loan",21,15,23.06,12,Bad,3195.13,28.515656,7 Years and 10 Months,Yes,81.26739,35.528645,High_spent_Medium_value_payments,231.1713,2024-08-01
CUS_0x4143,68056.4,5805.3667,8,9,24,5,"Home Equity Loan, Auto Loan, Payday Loan, Credit-Builder Loan, and Debt Consolidation Loan",32,23,7.74,14,Bad,2139.9,29.155098,12 Years and 4 Months,Yes,172.50346,158.71922,High_spent_Medium_value_payments,499.314,2024-08-01
CUS_0x416d,44158.03,3733.836,5,5,11,1,Mortgage Loan,13,3,7.33,0,Good,1298.23,29.750698,15 Years and 11 Months,No,30.463123,235.41055,Low_spent_Large_value_payments,377.50992,2024-08-01
CUS_0x4315,36822.29,3132.5242,8,7,6,4,"Not Specified, Personal Loan, Credit-Builder Loan, and Home Equity Loan",15,19,5.79,5,Standard,125.25,39.056587,25 Years and 3 Months,No,95.80071,251.98341,Low_spent_Medium_value_payments,245.46829,2024-08-01
CUS_0x44b0,36823.24,2977.6033,6,7,17,4,"Student Loan, Home Equity Loan, Credit-Builder Loan, and Credit-Builder Loan",18,18,14.2,4,Standard,772.35,37.32369,19 Years and 4 Months,Yes,109.0749,70.09068,High_spent_Medium_value_payments,368.59476,2024-08-01
CUS_0x45fc,36787.58,3362.6316,8,9,28,8,"Payday Loan, Payday Loan, Home Equity Loan, Auto Loan, Student Loan, Payday Loan, Auto Loan, and Student Loan",61,17,15.58,11,Bad,3840.92,36.620155,1 Years and 3 Months,Yes,133.26816,30.180407,High_spent_Large_value_payments,412.8146,2024-08-01
CUS_0x4695,11980.385,1030.3654,5,3,18,3,"Home Equity Loan, Credit-Builder Loan, and Personal Loan",25,18,17.4,10,Standard,29.81,35.48213,31 Years and 9 Months,Yes,26.265888,49.337505,Low_spent_Medium_value_payments,307.43314,2024-08-01
CUS_0x477d,21001.62,1452.135,7,6,18,5,"Mortgage Loan, Mortgage Loan, Auto Loan, Debt Consolidation Loan, and Mortgage Loan",31,18,9.61,10,Standard,1371.56,36.254826,20 Years and 4 Months,Yes,72.79111,84.46515,Low_spent_Medium_value_payments,267.95724,2024-08-01
CUS_0x47f9,16196.665,1565.722,5,7,17,2,"Mortgage Loan, and Auto Loan",20,11,2.55,2,Standard,632.93,37.233063,16 Years and 3 Months,No,24.94959,89.51384,Low_spent_Medium_value_payments,322.10876,2024-08-01
CUS_0x4d0,50050.56,4406.88,10,11,22,9,"Home Equity Loan, Personal Loan, Mortgage Loan, Auto Loan, Not Specified, Home Equity Loan, Personal Loan, Home Equity Loan, and Home Equity Loan",38,19,19.62,6,Bad,2913.45,34.97508,8 Years and 4 Months,Yes,334.60123,205.94939,!@9#%8,190.13737,2024-08-01
CUS_0x4dba,14688.84,1030.5841,4,6,18,1,Credit-Builder Loan,15,15,5.56,6,Standard,1459.05,31.319798,20 Years and 6 Months,No,121.925705,154.48915,Low_spent_Small_value_payments,241.47803,2024-08-01
CUS_0x4e5f,39066.64,3213.5532,3,1,8,2,"Payday Loan, and Home Equity Loan",11,3,1.22,5,Good,6.84,34.61061,22 Years and 8 Months,No,34.30113,300.77032,!@9#%8,256.2839,2024-08-01
CUS_0x4e80,82647.69,6967.3076,3,4,9,3,"Home Equity Loan, Mortgage Loan, and Home Equity Loan",28,11,12.57,7,Standard,1485.52,38.649555,15 Years and 4 Months,Yes,186.25539,82.72141,High_spent_Large_value_payments,667.75397,2024-08-01
CUS_0x4ed2,88290.45,7323.5376,4,7,12,1,Payday Loan,14,16,1.88,1,Standard,412.4,42.07807,19 Years and 4 Months,No,56.615383,191.0293,High_spent_Medium_value_payments,734.70905,2024-08-01
CUS_0x4ee5,75988.68,6419.39,0,3,9,4,"Personal Loan, Auto Loan, Personal Loan, and Student Loan",14,3,11.26,1,Good,1241.25,33.517845,33 Years and 4 Months,No,162.19908,94.80818,High_spent_Large_value_payments,624.93176,2024-08-01
CUS_0x4f44,81320.88,6764.74,7,3,15,1,Auto Loan,14,14,10.34,1,Standard,520.44,38.526806,15 Years and 10 Months,No,48.353195,454.82547,Low_spent_Small_value_payments,463.29532,2024-08-01
CUS_0x4f70,106770.21,9132.518,5,5,10,1,Auto Loan,19,1,1.28,1,Good,1286.15,31.363571,18 Years and 10 Months,NM,56.013557,484.04974,High_spent_Small_value_payments,633.1884,2024-08-01
CUS_0x4f85,17282.84,1326.2367,6,4,23,7,"Personal Loan, Student Loan, Credit-Builder Loan, Credit-Builder Loan, Payday Loan, Debt Consolidation Loan, and Debt Consolidation Loan",13,16,13.27,7,Standard,1982.41,27.814425,7 Years and 6 Months,Yes,86.00864,74.09907,!@9#%8,262.51596,2024-08-01
CUS_0x4fcc,19339.08,1729.59,0,3,11,2,"Student Loan, and Not Specified",15,8,10.64,3,Good,150.14,27.340712,24 Years and 8 Months,No,28.49895,76.73837,Low_spent_Small_value_payments,357.72168,2024-08-01
CUS_0x4ffd,14230.995,1381.9163,3,3,10,4,"Home Equity Loan, Student Loan, Mortgage Loan, and Personal Loan",7,8,7.64,3,Good,626.64,33.592907,33 Years and 3 Months,No,44.91308,185.16322,Low_spent_Small_value_payments,198.11533,2024-08-01
CUS_0x50c4,14566.27,1201.8558,6,9,31,5,"Credit-Builder Loan, Home Equity Loan, Auto Loan, Auto Loan, and Payday Loan",22,14,15.26,11,Bad,3402.82,25.257238,2 Years and 8 Months,Yes,50.31132,42.182682,Low_spent_Small_value_payments,317.6916,2024-08-01
CUS_0x511e,19604.35,1715.6958,5,4,15,5,"Home Equity Loan, Debt Consolidation Loan, Personal Loan, Not Specified, and Mortgage Loan",10,11,10.9,8,Standard,694.78,36.951363,11 Years and 11 Months,Yes,44.210407,88.09412,Low_spent_Medium_value_payments,319.26508,2024-08-01
CUS_0x52d2,46271.32,4105.9434,3,5,7,6,"Payday Loan, Mortgage Loan, Home Equity Loan, Student Loan, Auto Loan, and Not Specified",8,15,17.54,5,Standard,640.52,29.061018,16 Years and 10 Months,Yes,175.42125,158.79645,!@9#%8,326.37665,2024-08-01
CUS_0x54a3,39039.8,3397.3167,10,6,29,8,"Mortgage Loan, Mortgage Loan, Auto Loan, Mortgage Loan, Personal Loan, Auto Loan, Personal Loan, and Auto Loan",26,20,7.33,13,Bad,1913.06,33.84693,15 Years and 8 Months,Yes,130.45662,140.89319,!@9#%8,318.38187,2024-08-01
CUS_0x5540,17486.55,1389.2125,9,5,34,2,"Personal Loan, and Student Loan",48,22,2.82,12,Bad,2376.4,25.832174,6 Years and 8 Months,Yes,24.144543,140.51796,Low_spent_Small_value_payments,264.25876,2024-08-01
CUS_0x560d,15967.505,1474.6254,3,5,7,2,"Payday Loan, and Debt Consolidation Loan",3,2,13.99,2,Good,447.66,29.967632,31 Years and 6 Months,No,16.526136,185.02234,Low_spent_Small_value_payments,235.91406,2024-08-01
CUS_0x564a,30502.54,2595.8784,8,7,24,7,"Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Student Loan, Personal Loan, Not Specified, and Mortgage Loan",25,20,13.23,8,Standard,1672.68,37.61101,15 Years and 0 Months,Yes,154.39336,215.3828,Low_spent_Small_value_payments,179.81168,2024-08-01
CUS_0x5682,28102.06,2115.8384,9,9,30,6,"Credit-Builder Loan, Home Equity Loan, Mortgage Loan, Not Specified, Home Equity Loan, and Home Equity Loan",33,21,21.14,15,Bad,3240.55,37.735413,4 Years and 5 Months,Yes,114.26455,244.24358,Low_spent_Small_value_payments,143.0757,2024-08-01
CUS_0x57a7,14291.24,1291.9366,6,10,32,6,"Not Specified, Personal Loan, Student Loan, Personal Loan, Student Loan, and Payday Loan",23,17,2.66,10,Bad,2527.84,38.803345,16 Years and 11 Months,Yes,68.47068,66.268135,Low_spent_Medium_value_payments,274.45486,2024-08-01
CUS_0x58a3,21526.91,1540.9092,6,6,19,2,"Auto Loan, and Credit-Builder Loan",19,20,19.28,10,Standard,261.14,33.231922,17 Years and 2 Months,Yes,20.923227,175.11182,Low_spent_Small_value_payments,248.05588,2024-08-01
CUS_0x59a5,78056.04,6384.67,7,5,17,1,Not Specified,21,14,17.6,10,Standard,248.71,33.97885,19 Years and 0 Months,Yes,44.088375,223.59491,Low_spent_Small_value_payments,660.7837,2024-08-01
CUS_0x5aac,30385.56,2374.13,0,6,9,3,"Not Specified, Home Equity Loan, and Auto Loan",9,11,11.09,0,Good,1444.1,31.936441,31 Years and 2 Months,No,71.261566,78.96448,High_spent_Medium_value_payments,337.18695,2024-08-01
CUS_0x5af1,40026.12,3074.1736,6,10,22,7,"Home Equity Loan, Payday Loan, Auto Loan, Auto Loan, Home Equity Loan, Credit-Builder Loan, and Home Equity Loan",43,19,3.64,8,Bad,1472.86,24.816805,18 Years and 2 Months,Yes,315.46024,99.03711,High_spent_Medium_value_payments,274.1901,2024-08-01
CUS_0x5b7c,14179.49,1276.6241,5,2,5,3,"Student Loan, Auto Loan, and Personal Loan",9,2,3.62,1,Good,1362.09,35.823875,31 Years and 0 Months,No,21.898954,45.469364,Low_spent_Small_value_payments,350.2941,2024-08-01
CUS_0x5ce6,25198.19,2347.849,3,6,19,3,"Personal Loan, Debt Consolidation Loan, and Mortgage Loan",29,9,5.83,7,Standard,1261.93,39.018013,17 Years and 5 Months,Yes,48.63722,68.803444,Low_spent_Medium_value_payments,397.34424,2024-08-01
CUS_0x5ec6,7415.08,815.92334,5,6,14,6,"Not Specified, Credit-Builder Loan, Credit-Builder Loan, Not Specified, Mortgage Loan, and Personal Loan",11,6,11.06,9,Standard,583.56,34.192528,16 Years and 3 Months,Yes,27.010805,74.093,Low_spent_Medium_value_payments,260.48853,2024-08-01
CUS_0x5f06,8835.54,706.295,4,6,29,7,"Mortgage Loan, Student Loan, Mortgage Loan, Not Specified, Auto Loan, Home Equity Loan, and Home Equity Loan",6,14,19.33,8,Standard,1961.73,30.890886,6 Years and 8 Months,Yes,40.038258,58.767822,Low_spent_Medium_value_payments,251.82343,2024-08-01
CUS_0x5fc3,21884.0,1749.6666,8,6,13,4,"Mortgage Loan, Debt Consolidation Loan, Personal Loan, and Debt Consolidation Loan",21,15,7.39,0,Standard,423.78,38.104668,33 Years and 3 Months,Yes,54.753757,33.335274,High_spent_Medium_value_payments,336.87762,2024-08-01
CUS_0x5fc9,16444.42,1411.3683,7,8,24,3,"Debt Consolidation Loan, Not Specified, and Mortgage Loan",62,20,10.19,6,Standard,1445.18,26.072481,19 Years and 2 Months,Yes,31.126629,157.85852,Low_spent_Small_value_payments,242.15167,2024-08-01
CUS_0x5ffa,20099.99,1637.9991,7,6,9,2,"Home Equity Loan, and Credit-Builder Loan",16,10,17.16,12,Standard,401.73,39.35683,18 Years and 10 Months,Yes,26.229343,21.322334,High_spent_Large_value_payments,356.24823,2024-08-01
